Transaction ID,Price Per Unit,Quantity,Total Spent,Transaction Date,cat_Beverages,cat_Butchers,cat_Computers and electric accessories,cat_Electric household essentials,cat_Food,cat_Furniture,cat_Milk Products,cat_Patisserie,Location_Encoded,Payment_Cash,Payment_Credit Card,Payment_Digital Wallet,Discount_False,Discount_True,Discount_Unknown
TXN_1015414,38.0,10.0,380.0,2022-12-13,0,1,0,0,0,0,0,0,1,True,False,False,False,False,True
TXN_1016209,41.0,4.0,164.0,2024-11-09,0,0,0,0,1,0,0,0,1,False,False,True,False,False,True
TXN_1016292,26.0,1.0,26.0,2022-02-12,0,0,0,1,0,0,0,0,1,True,False,False,True,False,False
TXN_1016655,29.0,1.0,29.0,2023-10-22,0,0,0,0,1,0,0,0,1,False,True,False,True,False,False
TXN_1017087,18.5,4.0,74.0,2023-05-22,0,0,0,0,0,0,0,1,0,False,True,False,False,False,True
TXN_1017199,12.5,7.0,87.5,2024-01-14,0,0,0,1,0,0,0,0,0,True,False,False,False,True,False
TXN_1018578,18.5,3.0,55.5,2023-01-17,0,0,1,0,0,0,0,0,1,True,False,False,False,True,False
TXN_1019817,18.5,5.0,92.5,2022-08-01,0,0,0,1,0,0,0,0,1,True,False,False,False,False,True
TXN_1020775,27.5,3.0,82.5,2023-04-08,0,0,0,0,0,0,0,1,0,True,False,False,True,False,False
TXN_1020981,26.0,2.0,52.0,2024-09-25,0,0,0,1,0,0,0,0,0,False,True,False,False,False,True
TXN_1021697,38.0,6.0,228.0,2022-08-18,0,0,0,0,0,0,0,1,1,True,False,False,False,True,False
TXN_1021886,15.5,5.0,77.5,2022-02-26,0,1,0,0,0,0,0,0,1,True,False,False,False,True,False
TXN_1021914,26.0,8.0,208.0,2022-10-01,0,0,0,1,0,0,0,0,0,False,True,False,True,False,False
TXN_1023937,15.5,5.0,77.5,2024-10-09,0,1,0,0,0,0,0,0,0,True,False,False,False,False,True
TXN_1025805,15.5,2.0,31.0,2024-07-28,0,1,0,0,0,0,0,0,0,False,True,False,False,False,True
TXN_1027160,33.5,10.0,335.0,2024-06-12,1,0,0,0,0,0,0,0,0,False,False,True,False,True,False
TXN_1027353,27.5,8.0,220.0,2024-05-04,1,0,0,0,0,0,0,0,0,False,True,False,False,True,False
TXN_1028025,20.0,5.0,100.0,2023-05-18,0,0,0,0,0,0,1,0,1,False,False,True,True,False,False
TXN_1028281,33.5,10.0,335.0,2022-02-27,1,0,0,0,0,0,0,0,0,True,False,False,False,True,False
TXN_1029810,5.0,4.0,20.0,2022-08-02,0,1,0,0,0,0,0,0,0,True,False,False,False,False,True
TXN_1030654,38.0,7.0,266.0,2022-08-26,0,0,0,0,0,0,1,0,1,False,False,True,False,True,False
TXN_1031335,12.5,6.0,75.0,2024-11-19,0,0,0,1,0,0,0,0,0,True,False,False,True,False,False
TXN_1031561,27.5,6.0,165.0,2023-01-04,0,0,0,0,0,0,0,1,0,False,False,True,False,False,True
TXN_1031651,6.5,6.0,39.0,2023-05-03,1,0,0,0,0,0,0,0,1,False,False,True,False,True,False
TXN_1032287,21.5,2.0,43.0,2022-07-27,0,0,0,0,1,0,0,0,1,True,False,False,False,False,True
TXN_1033656,26.0,5.0,130.0,2024-04-29,0,0,0,1,0,0,0,0,1,False,True,False,False,False,True
TXN_1034189,27.5,2.0,55.0,2022-02-08,1,0,0,0,0,0,0,0,0,True,False,False,False,True,False
TXN_1036311,29.0,1.0,29.0,2022-12-22,0,0,0,1,0,0,0,0,0,True,False,False,True,False,False
TXN_1036563,21.5,8.0,172.0,2023-09-12,0,0,1,0,0,0,0,0,1,False,True,False,False,True,False
TXN_1037036,39.5,10.0,395.0,2024-03-22,1,0,0,0,0,0,0,0,1,False,False,True,True,False,False
TXN_1038078,29.0,5.0,145.0,2023-09-15,0,0,0,0,0,0,0,1,1,True,False,False,False,True,False
TXN_1038808,14.0,1.0,14.0,2024-02-29,0,0,0,0,0,0,1,0,0,False,False,True,False,True,False
TXN_1038947,27.5,2.0,55.0,2024-03-07,0,0,0,0,0,0,1,0,1,False,False,True,False,True,False
TXN_1038979,11.0,3.0,33.0,2024-02-06,0,0,1,0,0,0,0,0,1,False,True,False,True,False,False
TXN_1039114,23.0,7.0,161.0,2023-12-19,0,0,0,0,0,0,0,1,0,True,False,False,True,False,False
TXN_1039611,15.5,1.0,15.5,2023-08-18,1,0,0,0,0,0,0,0,0,False,False,True,False,False,True
TXN_1040270,26.0,2.0,52.0,2022-05-03,0,0,0,0,0,1,0,0,0,False,True,False,False,True,False
TXN_1041912,21.5,4.0,86.0,2023-11-12,1,0,0,0,0,0,0,0,0,True,False,False,False,True,False
TXN_1042850,17.0,2.0,34.0,2024-10-19,1,0,0,0,0,0,0,0,1,True,False,False,False,True,False
TXN_1042935,23.0,2.0,46.0,2022-09-11,0,0,0,0,0,0,0,1,1,False,False,True,True,False,False
TXN_1043899,27.5,2.0,55.0,2024-09-02,0,0,0,0,0,0,0,1,0,True,False,False,False,True,False
TXN_1044009,14.0,9.0,126.0,2024-01-07,0,0,0,0,0,0,1,0,1,False,True,False,False,False,True
TXN_1044590,14.0,4.0,56.0,2024-05-07,0,0,0,1,0,0,0,0,1,True,False,False,True,False,False
TXN_1045345,9.5,4.0,38.0,2023-12-18,0,0,0,1,0,0,0,0,1,False,True,False,True,False,False
TXN_1046262,14.0,5.0,70.0,2022-11-19,0,0,0,0,0,0,1,0,0,True,False,False,True,False,False
TXN_1046367,18.5,10.0,185.0,2022-06-21,0,0,1,0,0,0,0,0,0,True,False,False,False,False,True
TXN_1047304,11.0,1.0,11.0,2023-10-25,1,0,0,0,0,0,0,0,0,True,False,False,True,False,False
TXN_1048755,41.0,3.0,123.0,2024-10-06,0,1,0,0,0,0,0,0,1,False,True,False,False,True,False
TXN_1050160,23.0,6.0,138.0,2023-11-06,0,0,0,0,0,0,1,0,1,False,True,False,True,False,False
TXN_1051037,27.5,3.0,82.5,2023-06-14,0,0,0,0,0,0,0,1,0,False,True,False,True,False,False
TXN_1051223,5.0,9.0,45.0,2023-10-25,0,0,0,0,0,0,0,1,1,False,True,False,False,False,True
TXN_1051740,38.0,5.0,190.0,2024-12-14,0,0,0,0,0,0,1,0,0,True,False,False,False,False,True
TXN_1053050,14.0,1.0,14.0,2024-11-24,0,0,0,0,1,0,0,0,1,True,False,False,False,False,True
TXN_1053131,8.0,7.0,56.0,2024-08-04,0,0,0,0,0,0,1,0,1,False,True,False,False,False,True
TXN_1054983,15.5,7.0,108.5,2024-10-09,0,0,0,0,0,0,1,0,0,False,True,False,False,True,False
TXN_1054994,14.0,10.0,140.0,2023-09-05,0,0,1,0,0,0,0,0,1,False,False,True,False,False,True
TXN_1055174,24.5,2.0,49.0,2022-06-17,0,0,1,0,0,0,0,0,0,True,False,False,False,True,False
TXN_1055966,11.0,5.0,55.0,2024-12-22,0,0,1,0,0,0,0,0,1,False,True,False,False,False,True
TXN_1056184,24.5,5.0,122.5,2024-11-30,1,0,0,0,0,0,0,0,0,False,True,False,True,False,False
TXN_1056560,12.5,6.0,75.0,2024-03-06,0,0,0,0,0,1,0,0,0,True,False,False,False,True,False
TXN_1057845,33.5,7.0,234.5,2024-04-03,1,0,0,0,0,0,0,0,0,False,False,True,False,False,True
TXN_1058643,9.5,2.0,19.0,2024-10-01,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False
TXN_1058677,24.5,8.0,196.0,2024-04-24,0,0,1,0,0,0,0,0,1,True,False,False,False,True,False
TXN_1059221,27.5,2.0,55.0,2022-09-11,0,0,0,0,0,0,0,1,0,True,False,False,False,True,False
TXN_1060478,38.0,3.0,114.0,2024-05-29,0,1,0,0,0,0,0,0,0,True,False,False,False,True,False
TXN_1060721,36.5,1.0,36.5,2022-07-12,0,0,0,0,0,0,1,0,1,False,False,True,False,False,True
TXN_1061030,36.5,4.0,146.0,2024-07-14,0,0,1,0,0,0,0,0,1,False,False,True,False,True,False
TXN_1061282,27.5,2.0,55.0,2024-03-28,0,0,0,0,0,1,0,0,1,False,False,True,False,True,False
TXN_1063113,20.0,1.0,20.0,2024-07-02,0,0,0,0,0,0,0,1,0,False,False,True,False,False,True
TXN_1063182,6.5,10.0,65.0,2022-05-02,1,0,0,0,0,0,0,0,1,False,True,False,True,False,False
TXN_1065130,41.0,3.0,123.0,2022-09-14,0,1,0,0,0,0,0,0,1,True,False,False,False,False,True
TXN_1067274,20.0,10.0,200.0,2022-05-21,0,0,0,0,1,0,0,0,0,False,False,True,False,True,False
TXN_1068083,5.0,8.0,40.0,2023-10-11,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True
TXN_1068864,27.5,5.0,137.5,2023-02-16,0,0,1,0,0,0,0,0,0,False,True,False,False,True,False
TXN_1069163,41.0,2.0,82.0,2023-01-20,0,1,0,0,0,0,0,0,0,False,False,True,False,False,True
TXN_1069677,29.0,8.0,232.0,2023-03-18,1,0,0,0,0,0,0,0,1,False,False,True,False,False,True
TXN_1071181,29.0,6.0,174.0,2023-04-16,0,0,0,0,0,1,0,0,1,True,False,False,False,False,True
TXN_1071655,12.5,8.0,100.0,2024-04-25,0,0,0,0,0,1,0,0,1,False,False,True,False,False,True
TXN_1071762,9.5,3.0,28.5,2024-10-31,1,0,0,0,0,0,0,0,0,True,False,False,False,False,True
TXN_1072609,5.0,10.0,50.0,2023-01-31,0,0,0,0,0,0,0,1,1,False,False,True,False,True,False
TXN_1073711,6.5,6.0,39.0,2024-01-02,0,0,0,0,0,1,0,0,0,False,False,True,False,True,False
TXN_1074265,6.5,7.0,45.5,2024-03-16,0,0,0,0,0,0,0,1,0,False,True,False,False,True,False
TXN_1075229,14.0,3.0,42.0,2023-09-08,1,0,0,0,0,0,0,0,0,False,True,False,True,False,False
TXN_1075886,8.0,4.0,32.0,2024-08-21,0,0,0,0,0,1,0,0,1,False,False,True,False,False,True
TXN_1076536,15.5,7.0,108.5,2023-05-24,0,0,1,0,0,0,0,0,0,False,False,True,False,True,False
TXN_1076574,11.0,8.0,88.0,2024-09-19,0,0,1,0,0,0,0,0,0,True,False,False,True,False,False
TXN_1076822,27.5,2.0,55.0,2022-10-06,0,0,1,0,0,0,0,0,0,True,False,False,False,True,False
TXN_1076981,20.0,3.0,60.0,2023-11-11,0,0,0,0,0,0,1,0,0,False,False,True,False,True,False
TXN_1077412,17.0,3.0,51.0,2024-06-02,0,0,0,1,0,0,0,0,1,True,False,False,False,True,False
TXN_1078382,38.0,6.0,228.0,2022-07-08,0,1,0,0,0,0,0,0,1,False,True,False,True,False,False
TXN_1078497,39.5,9.0,355.5,2024-01-21,0,0,0,0,0,1,0,0,0,True,False,False,True,False,False
TXN_1078672,39.5,8.0,316.0,2023-07-22,0,0,0,0,0,0,0,1,1,False,True,False,False,False,True
TXN_1079752,33.5,8.0,268.0,2023-11-08,0,0,0,0,1,0,0,0,1,False,True,False,True,False,False
TXN_1082353,38.0,2.0,76.0,2023-01-05,0,0,0,0,0,0,0,1,0,True,False,False,True,False,False
TXN_1083965,12.5,8.0,100.0,2024-04-11,0,0,0,0,0,0,0,1,1,False,True,False,False,False,True
TXN_1084358,5.0,10.0,50.0,2022-01-23,0,0,0,0,0,0,1,0,1,False,False,True,False,False,True
TXN_1085427,29.0,9.0,261.0,2024-10-21,0,0,0,0,0,0,0,1,0,False,False,True,True,False,False
TXN_1085751,12.5,10.0,125.0,2024-08-27,0,0,1,0,0,0,0,0,0,False,False,True,True,False,False
TXN_1086487,27.5,1.0,27.5,2025-01-05,1,0,0,0,0,0,0,0,0,False,True,False,True,False,False
TXN_1086949,11.0,3.0,33.0,2023-12-07,0,0,0,0,0,1,0,0,0,False,True,False,False,False,True
TXN_1087400,29.0,2.0,58.0,2023-07-14,0,0,0,0,1,0,0,0,1,True,False,False,False,False,True
TXN_1089119,20.0,9.0,180.0,2024-08-18,0,0,0,0,1,0,0,0,0,False,True,False,True,False,False
TXN_1089350,29.0,9.0,261.0,2025-01-03,0,0,1,0,0,0,0,0,0,False,False,True,False,True,False
TXN_1091462,27.5,2.0,55.0,2022-06-22,1,0,0,0,0,0,0,0,1,True,False,False,True,False,False
TXN_1091806,17.0,7.0,119.0,2024-11-04,0,0,1,0,0,0,0,0,1,True,False,False,False,True,False
TXN_1091915,36.5,4.0,146.0,2023-07-16,0,0,0,0,0,0,0,1,1,False,True,False,True,False,False
TXN_1095198,32.0,2.0,64.0,2022-11-04,0,0,0,1,0,0,0,0,1,False,True,False,False,False,True
TXN_1095513,39.5,1.0,39.5,2022-08-04,0,0,0,0,1,0,0,0,1,False,True,False,True,False,False
TXN_1095879,6.5,10.0,65.0,2023-02-04,1,0,0,0,0,0,0,0,0,False,False,True,False,True,False
TXN_1096134,9.5,8.0,76.0,2022-06-11,0,0,0,0,1,0,0,0,0,False,False,True,False,False,True
TXN_1096977,23.0,9.0,207.0,2024-12-07,0,0,0,0,1,0,0,0,0,True,False,False,True,False,False
TXN_1097532,21.5,3.0,64.5,2022-03-01,1,0,0,0,0,0,0,0,1,False,False,True,True,False,False
TXN_1099045,18.5,6.0,111.0,2022-09-12,0,0,0,0,0,0,0,1,1,False,False,True,False,False,True
TXN_1101287,20.0,2.0,40.0,2024-01-05,0,0,0,0,0,1,0,0,1,False,True,False,False,True,False
TXN_1101297,14.0,2.0,28.0,2022-03-24,0,0,0,0,0,0,1,0,1,True,False,False,True,False,False
TXN_1102033,23.0,10.0,230.0,2022-04-17,0,0,1,0,0,0,0,0,0,False,False,True,True,False,False
TXN_1102128,11.0,3.0,33.0,2024-05-01,0,0,0,0,0,1,0,0,0,False,True,False,True,False,False
TXN_1102582,23.0,5.0,115.0,2024-10-27,0,0,0,0,1,0,0,0,1,False,True,False,True,False,False
TXN_1102675,35.0,1.0,35.0,2024-11-02,0,0,0,0,0,1,0,0,1,True,False,False,False,False,True
TXN_1102901,24.5,10.0,245.0,2022-03-17,0,0,0,0,0,0,0,1,1,True,False,False,False,True,False
TXN_1105856,39.5,2.0,79.0,2022-04-17,0,0,0,0,0,1,0,0,0,True,False,False,True,False,False
TXN_1107138,18.5,2.0,37.0,2023-07-08,1,0,0,0,0,0,0,0,1,True,False,False,False,True,False
TXN_1107383,8.0,6.0,48.0,2022-03-24,0,0,0,0,0,0,1,0,0,True,False,False,False,True,False
TXN_1107812,33.5,5.0,167.5,2023-04-13,0,1,0,0,0,0,0,0,0,False,True,False,False,False,True
TXN_1109670,33.5,6.0,201.0,2023-08-12,1,0,0,0,0,0,0,0,1,False,False,True,False,False,True
TXN_1110407,39.5,7.0,276.5,2022-10-21,0,1,0,0,0,0,0,0,0,False,False,True,False,False,True
TXN_1110932,33.5,9.0,301.5,2024-04-07,0,1,0,0,0,0,0,0,1,True,False,False,False,False,True
TXN_1112365,39.5,10.0,395.0,2023-09-24,0,0,0,0,1,0,0,0,1,True,False,False,False,False,True
TXN_1112486,38.0,5.0,190.0,2022-01-22,0,0,1,0,0,0,0,0,0,True,False,False,False,False,True
TXN_1112566,29.0,2.0,58.0,2022-07-19,1,0,0,0,0,0,0,0,1,True,False,False,True,False,False
TXN_1113144,11.0,10.0,110.0,2022-05-03,0,0,0,1,0,0,0,0,0,False,False,True,True,False,False
TXN_1113295,41.0,10.0,410.0,2022-08-23,0,0,0,0,0,0,1,0,1,False,False,True,True,False,False
TXN_1116351,38.0,3.0,114.0,2024-08-26,0,0,1,0,0,0,0,0,1,False,False,True,False,True,False
TXN_1117354,6.5,4.0,26.0,2024-11-01,1,0,0,0,0,0,0,0,1,True,False,False,False,True,False
TXN_1118794,5.0,2.0,10.0,2024-02-05,0,0,0,0,0,1,0,0,1,False,True,False,False,True,False
TXN_1118935,15.5,7.0,108.5,2022-06-20,0,1,0,0,0,0,0,0,1,False,False,True,False,False,True
TXN_1119796,36.5,2.0,73.0,2022-12-05,0,0,0,0,1,0,0,0,1,True,False,False,True,False,False
TXN_1121761,39.5,7.0,276.5,2023-11-04,0,1,0,0,0,0,0,0,1,True,False,False,False,False,True
TXN_1122145,12.5,5.0,62.5,2022-11-14,0,0,0,1,0,0,0,0,0,False,False,True,True,False,False
TXN_1122490,12.5,6.0,75.0,2023-11-30,0,1,0,0,0,0,0,0,1,False,True,False,False,False,True
TXN_1123016,11.0,9.0,99.0,2022-07-21,0,0,1,0,0,0,0,0,1,False,False,True,False,True,False
TXN_1123240,36.5,10.0,365.0,2022-06-29,0,0,0,0,0,0,0,1,0,False,True,False,False,False,True
TXN_1123421,29.0,8.0,232.0,2022-02-08,0,0,0,0,0,0,1,0,0,True,False,False,False,False,True
TXN_1124993,29.0,10.0,290.0,2023-06-09,0,0,0,0,0,0,0,1,0,False,True,False,False,False,True
TXN_1125784,14.0,9.0,126.0,2023-07-29,0,0,0,0,0,1,0,0,0,True,False,False,False,True,False
TXN_1126177,14.0,9.0,126.0,2022-09-26,0,0,0,0,0,0,0,1,0,False,False,True,True,False,False
TXN_1126918,12.5,7.0,87.5,2022-10-23,0,0,0,0,0,1,0,0,1,True,False,False,True,False,False
TXN_1127104,35.0,9.0,315.0,2023-09-23,0,0,0,1,0,0,0,0,1,True,False,False,False,False,True
TXN_1127219,5.0,4.0,20.0,2022-09-20,0,0,0,1,0,0,0,0,1,True,False,False,True,False,False
TXN_1127482,24.5,7.0,171.5,2023-10-16,0,0,0,0,0,1,0,0,1,False,False,True,False,False,True
TXN_1130823,17.0,10.0,170.0,2024-11-02,0,0,1,0,0,0,0,0,0,False,True,False,False,False,True
TXN_1132097,20.0,9.0,180.0,2023-05-18,0,0,0,0,0,0,0,1,0,False,True,False,False,True,False
TXN_1132339,20.0,4.0,80.0,2023-07-12,1,0,0,0,0,0,0,0,1,False,True,False,False,False,True
TXN_1132569,36.5,2.0,73.0,2023-06-28,0,0,1,0,0,0,0,0,0,False,False,True,False,False,True
TXN_1133322,5.0,10.0,50.0,2022-08-06,1,0,0,0,0,0,0,0,1,False,True,False,True,False,False
TXN_1133577,9.5,6.0,57.0,2022-08-13,0,0,0,1,0,0,0,0,1,True,False,False,False,True,False
TXN_1134117,33.5,1.0,33.5,2024-12-30,1,0,0,0,0,0,0,0,1,True,False,False,False,False,True
TXN_1134786,29.0,1.0,29.0,2023-09-21,0,0,0,1,0,0,0,0,0,True,False,False,False,False,True
TXN_1135069,18.5,2.0,37.0,2024-12-15,0,0,1,0,0,0,0,0,1,False,False,True,False,True,False
TXN_1135450,33.5,8.0,268.0,2024-10-03,0,0,0,0,1,0,0,0,1,False,True,False,True,False,False
TXN_1135523,33.5,6.0,201.0,2024-08-04,0,0,0,1,0,0,0,0,0,False,True,False,False,False,True
TXN_1135577,21.5,3.0,64.5,2023-08-28,1,0,0,0,0,0,0,0,0,False,True,False,True,False,False
TXN_1135615,6.5,8.0,52.0,2022-08-25,1,0,0,0,0,0,0,0,0,False,False,True,False,True,False
TXN_1136214,6.5,4.0,26.0,2023-08-06,0,0,0,0,0,1,0,0,1,True,False,False,False,False,True
TXN_1136695,9.5,8.0,76.0,2024-03-24,0,0,0,0,1,0,0,0,0,False,False,True,False,True,False
TXN_1137120,32.0,1.0,32.0,2024-10-17,0,0,0,0,0,0,1,0,1,False,True,False,False,True,False
TXN_1137542,11.0,1.0,11.0,2023-06-29,0,0,0,1,0,0,0,0,0,False,True,False,False,False,True
TXN_1137690,38.0,9.0,342.0,2023-01-18,0,0,0,1,0,0,0,0,0,False,False,True,False,False,True
TXN_1138768,24.5,8.0,196.0,2022-03-09,0,0,1,0,0,0,0,0,1,True,False,False,True,False,False
TXN_1139198,29.0,7.0,203.0,2022-11-04,0,0,0,0,0,1,0,0,0,False,False,True,False,True,False
TXN_1140136,21.5,10.0,215.0,2022-06-04,0,0,0,1,0,0,0,0,0,False,True,False,False,True,False
TXN_1140976,21.5,4.0,86.0,2024-05-01,0,0,1,0,0,0,0,0,0,False,True,False,True,False,False
TXN_1141770,33.5,9.0,301.5,2022-05-30,1,0,0,0,0,0,0,0,0,False,False,True,False,False,True
TXN_1141808,15.5,2.0,31.0,2022-03-14,0,0,0,0,0,0,0,1,1,False,True,False,True,False,False
TXN_1142481,36.5,6.0,219.0,2023-02-07,1,0,0,0,0,0,0,0,0,True,False,False,False,True,False
TXN_1143548,35.0,4.0,140.0,2022-01-04,0,0,0,0,0,1,0,0,0,False,True,False,True,False,False
TXN_1143957,38.0,7.0,266.0,2024-04-27,0,0,0,0,0,0,1,0,1,True,False,False,True,False,False
TXN_1143989,21.5,1.0,21.5,2022-08-30,0,1,0,0,0,0,0,0,0,False,False,True,False,False,True
TXN_1144228,38.0,1.0,38.0,2024-11-19,0,0,0,1,0,0,0,0,1,True,False,False,False,False,True
TXN_1147196,33.5,5.0,167.5,2023-02-09,0,0,0,0,1,0,0,0,1,False,False,True,False,False,True
TXN_1148392,20.0,5.0,100.0,2022-08-05,0,0,1,0,0,0,0,0,1,False,True,False,True,False,False
TXN_1150006,27.5,5.0,137.5,2024-10-03,0,0,0,0,0,1,0,0,1,False,False,True,False,True,False
TXN_1151406,32.0,9.0,288.0,2022-05-18,0,1,0,0,0,0,0,0,1,False,False,True,False,True,False
TXN_1153259,27.5,7.0,192.5,2024-10-13,0,0,0,0,0,0,1,0,1,True,False,False,False,True,False
TXN_1153704,23.0,1.0,23.0,2022-01-02,0,0,0,0,0,0,0,1,0,True,False,False,False,False,True
TXN_1155401,32.0,2.0,64.0,2024-12-07,0,0,0,0,0,0,1,0,0,False,False,True,True,False,False
TXN_1155771,38.0,3.0,114.0,2024-10-18,0,1,0,0,0,0,0,0,1,False,False,True,True,False,False
TXN_1156192,20.0,4.0,80.0,2024-02-17,0,0,0,0,1,0,0,0,0,False,True,False,False,True,False
TXN_1156632,26.0,2.0,52.0,2024-06-21,0,0,0,0,1,0,0,0,0,True,False,False,False,True,False
TXN_1156896,38.0,5.0,190.0,2024-06-07,0,0,1,0,0,0,0,0,1,True,False,False,False,False,True
TXN_1157052,23.0,4.0,92.0,2022-11-02,0,1,0,0,0,0,0,0,1,False,True,False,False,True,False
TXN_1157208,41.0,5.0,205.0,2022-07-07,0,1,0,0,0,0,0,0,1,True,False,False,True,False,False
TXN_1158681,33.5,8.0,268.0,2022-02-22,0,0,0,0,1,0,0,0,0,True,False,False,False,False,True
TXN_1159099,29.0,5.0,145.0,2023-06-08,0,0,1,0,0,0,0,0,1,True,False,False,False,False,True
TXN_1159514,14.0,4.0,56.0,2023-03-19,0,0,0,0,0,0,1,0,1,True,False,False,False,False,True
TXN_1160375,11.0,10.0,110.0,2023-08-12,0,0,0,1,0,0,0,0,1,False,True,False,True,False,False
TXN_1161003,38.0,4.0,152.0,2022-03-24,0,0,0,1,0,0,0,0,0,False,True,False,False,False,True
TXN_1162568,21.5,10.0,215.0,2022-05-14,0,0,0,1,0,0,0,0,1,True,False,False,False,True,False
TXN_1164094,11.0,3.0,33.0,2024-07-29,0,0,0,0,0,0,0,1,0,False,False,True,False,False,True
TXN_1164425,6.5,3.0,19.5,2023-09-25,1,0,0,0,0,0,0,0,0,False,True,False,False,True,False
TXN_1164547,36.5,7.0,255.5,2023-12-09,0,0,1,0,0,0,0,0,1,True,False,False,True,False,False
TXN_1165342,14.0,7.0,98.0,2023-02-01,0,0,0,0,0,0,0,1,0,False,True,False,False,False,True
TXN_1166423,29.0,1.0,29.0,2024-08-12,1,0,0,0,0,0,0,0,1,True,False,False,False,True,False
TXN_1166621,36.5,6.0,219.0,2022-04-30,1,0,0,0,0,0,0,0,1,False,False,True,True,False,False
TXN_1168511,20.0,2.0,40.0,2022-05-03,0,0,0,0,1,0,0,0,1,False,False,True,False,False,True
TXN_1170545,15.5,4.0,62.0,2023-11-27,0,0,0,1,0,0,0,0,1,False,True,False,False,True,False
TXN_1170854,18.5,7.0,129.5,2022-04-04,0,0,0,0,0,0,0,1,0,True,False,False,False,False,True
TXN_1172555,41.0,10.0,410.0,2023-04-01,1,0,0,0,0,0,0,0,0,True,False,False,False,True,False
TXN_1172683,21.5,8.0,172.0,2023-07-10,0,0,0,0,1,0,0,0,0,False,False,True,False,False,True
TXN_1173263,15.5,7.0,108.5,2022-07-31,0,0,0,1,0,0,0,0,1,False,False,True,False,True,False
TXN_1174385,32.0,1.0,32.0,2024-03-12,0,0,1,0,0,0,0,0,0,True,False,False,False,True,False
TXN_1174715,38.0,1.0,38.0,2022-06-09,0,0,0,0,0,0,0,1,1,False,False,True,False,False,True
TXN_1175007,33.5,6.0,201.0,2024-07-10,0,0,1,0,0,0,0,0,1,True,False,False,True,False,False
