Transaction ID,Transaction Date,Transaction_Date_Numeric,Transaction_Date_Scaled
TXN_1020981,2024-09-25,1727222400,0.7678883071553229
TXN_1021697,2022-08-18,1660780800,-0.5741710296684118
TXN_1021886,2022-02-26,1645833600,-0.8760907504363001
TXN_1021914,2022-10-01,1664582400,-0.4973821989528796
TXN_1023937,2024-10-09,1728432000,0.7923211169284468
TXN_1025805,2024-07-28,1722124800,0.6649214659685864
TXN_1027160,2024-06-12,1718150400,0.5846422338568935
TXN_1027353,2024-05-04,1714780800,0.5165794066317626
TXN_1028025,2023-05-18,1684368000,-0.09773123909249563
TXN_1028281,2022-02-27,1645920000,-0.8743455497382199
TXN_1029810,2022-08-02,1659398400,-0.6020942408376964
TXN_1030654,2022-08-26,1661472000,-0.5602094240837696
TXN_1031335,2024-11-19,1731974400,0.8638743455497382
TXN_1031561,2023-01-04,1672790400,-0.33158813263525305
TXN_1031651,2023-05-03,1683072000,-0.12390924956369982
TXN_1032287,2022-07-27,1658880000,-0.612565445026178
TXN_1033656,2024-04-29,1714348800,0.5078534031413613
TXN_1034189,2022-02-08,1644278400,-0.9075043630017452
TXN_1036311,2022-12-22,1671667200,-0.3542757417102967
TXN_1036563,2023-09-12,1694476800,0.10645724258289703
TXN_1037036,2024-03-22,1711065600,0.44153577661431065
TXN_1038078,2023-09-15,1694736000,0.11169284467713787
TXN_1038808,2024-02-29,1709164800,0.4031413612565445
TXN_1038947,2024-03-07,1709769600,0.41535776614310643
TXN_1038979,2024-02-06,1707177600,0.36300174520069806
TXN_1039114,2023-12-19,1702944000,0.2774869109947644
TXN_1039611,2023-08-18,1692316800,0.06282722513089005
TXN_1040270,2022-05-03,1651536000,-0.7609075043630017
TXN_1041912,2023-11-12,1699747200,0.21291448516579406
TXN_1042850,2024-10-19,1729296000,0.8097731239092496
TXN_1042935,2022-09-11,1662854400,-0.5322862129144852
TXN_1043899,2024-09-02,1725235200,0.7277486910994765
TXN_1044009,2024-01-07,1704585600,0.3106457242582897
TXN_1044590,2024-05-07,1715040000,0.5218150087260035
TXN_1045345,2023-12-18,1702857600,0.2757417102966841
TXN_1046262,2022-11-19,1668816000,-0.4118673647469459
TXN_1046367,2022-06-21,1655769600,-0.675392670157068
TXN_1047304,2023-10-25,1698192000,0.18150087260034903
TXN_1048755,2024-10-06,1728172800,0.787085514834206
TXN_1050160,2023-11-06,1699228800,0.2024432809773124
TXN_1051037,2023-06-14,1686700800,-0.0506108202443281
TXN_1051223,2023-10-25,1698192000,0.18150087260034903
TXN_1051740,2024-12-14,1734134400,0.9075043630017452
TXN_1053050,2024-11-24,1732406400,0.8726003490401396
TXN_1053131,2024-08-04,1722729600,0.6771378708551483
TXN_1054983,2024-10-09,1728432000,0.7923211169284468
TXN_1054994,2023-09-05,1693872000,0.09424083769633508
TXN_1055174,2022-06-17,1655424000,-0.6823734729493892
TXN_1055966,2024-12-22,1734825600,0.9214659685863874
TXN_1056184,2024-11-30,1732924800,0.8830715532286213
TXN_1056560,2024-03-06,1709683200,0.41361256544502617
TXN_1057845,2024-04-03,1712102400,0.462478184991274
TXN_1058643,2024-10-01,1727740800,0.7783595113438045
TXN_1058677,2024-04-24,1713916800,0.49912739965095987
TXN_1059221,2022-09-11,1662854400,-0.5322862129144852
TXN_1060478,2024-05-29,1716940800,0.5602094240837696
TXN_1060721,2022-07-12,1657584000,-0.6387434554973822
TXN_1061030,2024-07-14,1720915200,0.6404886561954625
TXN_1061282,2024-03-28,1711584000,0.45200698080279234
TXN_1063113,2024-07-02,1719878400,0.6195462478184991
TXN_1063182,2022-05-02,1651449600,-0.7626527050610821
TXN_1065130,2022-09-14,1663113600,-0.5270506108202443
TXN_1067274,2022-05-21,1653091200,-0.7294938917975567
TXN_1068083,2023-10-11,1696982400,0.15706806282722513
TXN_1068864,2023-02-16,1676505600,-0.25654450261780104
TXN_1069163,2023-01-20,1674172800,-0.3036649214659686
TXN_1069677,2023-03-18,1679097600,-0.20418848167539266
TXN_1071181,2023-04-16,1681603200,-0.15357766143106458
TXN_1071655,2024-04-25,1714003200,0.5008726003490401
TXN_1071762,2024-10-31,1730332800,0.8307155322862129
TXN_1072609,2023-01-31,1675123200,-0.2844677137870855
TXN_1073711,2024-01-02,1704153600,0.3019197207678883
TXN_1074265,2024-03-16,1710547200,0.43106457242582896
TXN_1075229,2023-09-08,1694131200,0.09947643979057591
TXN_1075886,2024-08-21,1724198400,0.7068062827225131
TXN_1076536,2023-05-24,1684886400,-0.08726003490401396
TXN_1076574,2024-09-19,1726704000,0.7574171029668412
TXN_1076822,2022-10-06,1665014400,-0.4886561954624782
TXN_1076981,2023-11-11,1699660800,0.2111692844677138
TXN_1077412,2024-06-02,1717286400,0.5671902268760908
TXN_1078382,2022-07-08,1657238400,-0.6457242582897034
TXN_1078497,2024-01-21,1705795200,0.33507853403141363
TXN_1078672,2023-07-22,1689984000,0.015706806282722512
TXN_1079752,2023-11-08,1699401600,0.20593368237347295
TXN_1082353,2023-01-05,1672876800,-0.3298429319371728
TXN_1083965,2024-04-11,1712793600,0.47643979057591623
TXN_1084358,2022-01-23,1642896000,-0.9354275741710296
TXN_1085427,2024-10-21,1729468800,0.8132635253054101
TXN_1085751,2024-08-27,1724716800,0.7172774869109948
TXN_1086487,2025-01-05,1736035200,0.9458987783595113
TXN_1086949,2023-12-07,1701907200,0.25654450261780104
TXN_1087400,2023-07-14,1689292800,0.0017452006980802793
TXN_1089119,2024-08-18,1723939200,0.7015706806282722
TXN_1089350,2025-01-03,1735862400,0.9424083769633508
TXN_1091462,2022-06-22,1655856000,-0.6736474694589878
TXN_1091806,2024-11-04,1730678400,0.837696335078534
TXN_1091915,2023-07-16,1689465600,0.005235602094240838
TXN_1095198,2022-11-04,1667520000,-0.43804537521815007
TXN_1095513,2022-08-04,1659571200,-0.5986038394415357
TXN_1095879,2023-02-04,1675468800,-0.2774869109947644
TXN_1096134,2022-06-11,1654905600,-0.6928446771378709
TXN_1096977,2024-12-07,1733529600,0.8952879581151832
TXN_1097532,2022-03-01,1646092800,-0.8708551483420593
TXN_1099045,2022-09-12,1662940800,-0.5305410122164049
TXN_1101287,2024-01-05,1704412800,0.30715532286212915
TXN_1101297,2022-03-24,1648080000,-0.8307155322862129
TXN_1102033,2022-04-17,1650153600,-0.7888307155322862
TXN_1102128,2024-05-01,1714521600,0.5113438045375218
TXN_1102582,2024-10-27,1729987200,0.8237347294938918
TXN_1102675,2024-11-02,1730505600,0.8342059336823735
TXN_1102901,2022-03-17,1647475200,-0.8429319371727748
TXN_1105856,2022-04-17,1650153600,-0.7888307155322862
TXN_1107138,2023-07-08,1688774400,-0.008726003490401396
TXN_1107383,2022-03-24,1648080000,-0.8307155322862129
TXN_1107812,2023-04-13,1681344000,-0.15881326352530542
TXN_1109670,2023-08-12,1691798400,0.05235602094240838
TXN_1110407,2022-10-21,1666310400,-0.462478184991274
TXN_1110932,2024-04-07,1712448000,0.4694589877835951
TXN_1112365,2023-09-24,1695513600,0.1273996509598604
TXN_1112486,2022-01-22,1642809600,-0.93717277486911
TXN_1112566,2022-07-19,1658188800,-0.6265270506108203
TXN_1113144,2022-05-03,1651536000,-0.7609075043630017
TXN_1113295,2022-08-23,1661212800,-0.5654450261780105
TXN_1116351,2024-08-26,1724630400,0.7155322862129145
TXN_1117354,2024-11-01,1730419200,0.8324607329842932
TXN_1118794,2024-02-05,1707091200,0.3612565445026178
TXN_1118935,2022-06-20,1655683200,-0.6771378708551483
TXN_1119796,2022-12-05,1670198400,-0.38394415357766143
TXN_1121761,2023-11-04,1699056000,0.19895287958115182
TXN_1122145,2022-11-14,1668384000,-0.4205933682373473
TXN_1122490,2023-11-30,1701302400,0.2443280977312391
TXN_1123016,2022-07-21,1658361600,-0.6230366492146597
TXN_1123240,2022-06-29,1656460800,-0.6614310645724258
TXN_1123421,2022-02-08,1644278400,-0.9075043630017452
TXN_1124993,2023-06-09,1686268800,-0.059336823734729496
TXN_1125784,2023-07-29,1690588800,0.027923211169284468
TXN_1126177,2022-09-26,1664150400,-0.506108202443281
TXN_1126918,2022-10-23,1666483200,-0.45898778359511344
TXN_1127104,2023-09-23,1695427200,0.1256544502617801
TXN_1127219,2022-09-20,1663632000,-0.5165794066317626
TXN_1127482,2023-10-16,1697414400,0.16579406631762653
TXN_1130823,2024-11-02,1730505600,0.8342059336823735
TXN_1132097,2023-05-18,1684368000,-0.09773123909249563
TXN_1132339,2023-07-12,1689120000,-0.0017452006980802793
TXN_1132569,2023-06-28,1687910400,-0.02617801047120419
TXN_1133322,2022-08-06,1659744000,-0.5951134380453752
TXN_1133577,2022-08-13,1660348800,-0.5828970331588132
TXN_1134117,2024-12-30,1735516800,0.9354275741710296
TXN_1134786,2023-09-21,1695254400,0.12216404886561955
TXN_1135069,2024-12-15,1734220800,0.9092495636998255
TXN_1135450,2024-10-03,1727913600,0.7818499127399651
TXN_1135523,2024-08-04,1722729600,0.6771378708551483
TXN_1135577,2023-08-28,1693180800,0.08027923211169284
TXN_1135615,2022-08-25,1661385600,-0.5619546247818499
TXN_1136214,2023-08-06,1691280000,0.041884816753926704
TXN_1136695,2024-03-24,1711238400,0.44502617801047123
TXN_1137120,2024-10-17,1729123200,0.806282722513089
TXN_1137542,2023-06-29,1687996800,-0.02443280977312391
TXN_1137690,2023-01-18,1674000000,-0.30715532286212915
TXN_1138768,2022-03-09,1646784000,-0.8568935427574171
TXN_1139198,2022-11-04,1667520000,-0.43804537521815007
TXN_1140136,2022-06-04,1654300800,-0.7050610820244329
TXN_1140976,2024-05-01,1714521600,0.5113438045375218
TXN_1141770,2022-05-30,1653868800,-0.7137870855148342
TXN_1141808,2022-03-14,1647216000,-0.8481675392670157
TXN_1142481,2023-02-07,1675728000,-0.27225130890052357
TXN_1143548,2022-01-04,1641254400,-0.9685863874345549
TXN_1143957,2024-04-27,1714176000,0.5043630017452007
TXN_1143989,2022-08-30,1661817600,-0.5532286212914486
TXN_1144228,2024-11-19,1731974400,0.8638743455497382
TXN_1147196,2023-02-09,1675900800,-0.268760907504363
TXN_1148392,2022-08-05,1659657600,-0.5968586387434555
TXN_1150006,2024-10-03,1727913600,0.7818499127399651
TXN_1151406,2022-05-18,1652832000,-0.7347294938917975
TXN_1153259,2024-10-13,1728777600,0.7993019197207679
TXN_1153704,2022-01-02,1641081600,-0.9720767888307156
TXN_1155401,2024-12-07,1733529600,0.8952879581151832
TXN_1155771,2024-10-18,1729209600,0.8080279232111692
TXN_1156192,2024-02-17,1708128000,0.38219895287958117
TXN_1156632,2024-06-21,1718928000,0.6003490401396161
TXN_1156896,2024-06-07,1717718400,0.5759162303664922
TXN_1157052,2022-11-02,1667347200,-0.44153577661431065
TXN_1157208,2022-07-07,1657152000,-0.6474694589877836
TXN_1158681,2022-02-22,1645488000,-0.8830715532286213
TXN_1159099,2023-06-08,1686182400,-0.06108202443280977
TXN_1159514,2023-03-19,1679184000,-0.2024432809773124
TXN_1160375,2023-08-12,1691798400,0.05235602094240838
TXN_1161003,2022-03-24,1648080000,-0.8307155322862129
TXN_1162568,2022-05-14,1652486400,-0.7417102966841187
TXN_1164094,2024-07-29,1722211200,0.6666666666666666
TXN_1164425,2023-09-25,1695600000,0.12914485165794065
TXN_1164547,2023-12-09,1702080000,0.2600349040139616
TXN_1165342,2023-02-01,1675209600,-0.28272251308900526
TXN_1166423,2024-08-12,1723420800,0.6910994764397905
TXN_1166621,2022-04-30,1651276800,-0.7661431064572426
TXN_1168511,2022-05-03,1651536000,-0.7609075043630017
TXN_1170545,2023-11-27,1701043200,0.23909249563699825
TXN_1170854,2022-04-04,1649030400,-0.8115183246073299
TXN_1172555,2023-04-01,1680307200,-0.17975567190226877
TXN_1172683,2023-07-10,1688947200,-0.005235602094240838
TXN_1173263,2022-07-31,1659225600,-0.6055846422338569
TXN_1174385,2024-03-12,1710201600,0.42408376963350786
TXN_1174715,2022-06-09,1654732800,-0.6963350785340314
TXN_1175007,2024-07-10,1720569600,0.6335078534031413
TXN_1175373,2024-04-09,1712620800,0.47294938917975565
TXN_1175726,2024-07-08,1720396800,0.6300174520069808
TXN_1176248,2022-12-06,1670284800,-0.38219895287958117
TXN_1177239,2023-04-14,1681430400,-0.15706806282722513
TXN_1177301,2022-04-08,1649376000,-0.8045375218150087
TXN_1178538,2022-06-08,1654646400,-0.6980802792321117
TXN_1178688,2023-10-15,1697328000,0.16404886561954624
TXN_1179280,2023-10-02,1696204800,0.14136125654450263
TXN_1179909,2023-05-21,1684627200,-0.0924956369982548
TXN_1181808,2023-09-21,1695254400,0.12216404886561955
TXN_1185443,2023-11-16,1700092800,0.2198952879581152
TXN_1185788,2023-09-07,1694044800,0.09773123909249563
TXN_1186888,2022-02-15,1644883200,-0.8952879581151832
TXN_1187419,2022-02-03,1643846400,-0.9162303664921466
TXN_1188415,2025-01-15,1736899200,0.9633507853403142
TXN_1188617,2024-02-19,1708300800,0.3856893542757417
TXN_1188804,2024-01-27,1706313600,0.34554973821989526
TXN_1188935,2024-03-30,1711756800,0.45549738219895286
TXN_1189082,2022-06-03,1654214400,-0.7068062827225131
TXN_1189571,2023-11-06,1699228800,0.2024432809773124
TXN_1189728,2023-11-25,1700870400,0.2356020942408377
TXN_1190407,2022-09-21,1663718400,-0.5148342059336823
TXN_1190422,2023-01-11,1673395200,-0.3193717277486911
TXN_1190560,2023-01-31,1675123200,-0.2844677137870855
TXN_1190991,2022-10-21,1666310400,-0.462478184991274
TXN_1192429,2024-06-20,1718841600,0.5986038394415357
TXN_1193062,2022-02-23,1645574400,-0.881326352530541
TXN_1193688,2024-04-21,1713657600,0.493891797556719
TXN_1194790,2023-09-07,1694044800,0.09773123909249563
TXN_1195231,2022-11-28,1669593600,-0.3961605584642234
TXN_1196570,2024-02-09,1707436800,0.3682373472949389
TXN_1197350,2024-06-10,1717977600,0.581151832460733
TXN_1197801,2023-01-06,1672963200,-0.32809773123909247
TXN_1197864,2022-01-06,1641427200,-0.9650959860383944
TXN_1198181,2024-04-28,1714262400,0.506108202443281
TXN_1198384,2024-11-13,1731456000,0.8534031413612565
TXN_1198866,2022-01-12,1641945600,-0.9546247818499127
TXN_1199362,2022-09-26,1664150400,-0.506108202443281
TXN_1199408,2024-03-24,1711238400,0.44502617801047123
TXN_1201215,2022-10-03,1664755200,-0.493891797556719
TXN_1201615,2022-08-06,1659744000,-0.5951134380453752
TXN_1201718,2024-04-08,1712534400,0.4712041884816754
TXN_1201757,2024-12-16,1734307200,0.9109947643979057
TXN_1201977,2023-04-27,1682553600,-0.1343804537521815
TXN_1202644,2023-04-02,1680393600,-0.17801047120418848
TXN_1202968,2022-09-03,1662163200,-0.5462478184991274
TXN_1203139,2024-09-06,1725580800,0.7347294938917975
TXN_1203184,2023-06-12,1686528000,-0.05410122164048865
TXN_1204007,2022-10-11,1665446400,-0.4799301919720768
TXN_1205286,2022-11-02,1667347200,-0.44153577661431065
TXN_1205686,2022-03-12,1647043200,-0.8516579406631762
TXN_1205880,2023-06-17,1686960000,-0.04537521815008726
TXN_1207317,2024-09-13,1726185600,0.7469458987783595
TXN_1207537,2022-02-01,1643673600,-0.9197207678883071
TXN_1207822,2023-05-26,1685059200,-0.08376963350785341
TXN_1207984,2022-05-10,1652140800,-0.7486910994764397
TXN_1208768,2023-02-28,1677542400,-0.2356020942408377
TXN_1209005,2022-12-31,1672444800,-0.33856893542757416
TXN_1209021,2024-11-11,1731283200,0.849912739965096
TXN_1209495,2023-01-29,1674950400,-0.2879581151832461
TXN_1209700,2024-06-17,1718582400,0.5933682373472949
TXN_1210437,2023-05-26,1685059200,-0.08376963350785341
TXN_1211345,2024-12-02,1733097600,0.8865619546247818
TXN_1211734,2023-06-15,1686787200,-0.04886561954624782
TXN_1212058,2023-03-18,1679097600,-0.20418848167539266
TXN_1212399,2024-01-17,1705449600,0.32809773123909247
TXN_1212420,2022-06-21,1655769600,-0.675392670157068
TXN_1213004,2022-03-18,1647561600,-0.8411867364746946
TXN_1213835,2022-07-06,1657065600,-0.6492146596858639
TXN_1217844,2022-04-30,1651276800,-0.7661431064572426
TXN_1219422,2023-11-01,1698796800,0.193717277486911
TXN_1219590,2024-01-16,1705363200,0.3263525305410122
TXN_1219680,2024-09-04,1725408000,0.731239092495637
TXN_1220342,2024-04-03,1712102400,0.462478184991274
TXN_1221709,2022-12-23,1671753600,-0.3525305410122164
TXN_1221943,2024-10-02,1727827200,0.7801047120418848
TXN_1222397,2023-03-23,1679529600,-0.19546247818499127
TXN_1222659,2022-06-22,1655856000,-0.6736474694589878
TXN_1223061,2022-09-05,1662336000,-0.5427574171029669
TXN_1223079,2024-08-06,1722902400,0.680628272251309
TXN_1223573,2024-04-06,1712361600,0.4677137870855148
TXN_1224026,2022-10-17,1665964800,-0.4694589877835951
TXN_1224321,2022-08-22,1661126400,-0.5671902268760908
TXN_1224414,2022-01-23,1642896000,-0.9354275741710296
TXN_1227978,2024-01-17,1705449600,0.32809773123909247
TXN_1229733,2024-04-17,1713312000,0.4869109947643979
TXN_1230120,2024-04-10,1712707200,0.47469458987783597
TXN_1230793,2024-06-28,1719532800,0.612565445026178
TXN_1231391,2022-04-06,1649203200,-0.8080279232111692
TXN_1231953,2024-02-16,1708041600,0.38045375218150085
TXN_1232531,2024-05-27,1716768000,0.5567190226876091
TXN_1234299,2022-02-17,1645056000,-0.8917975567190227
TXN_1235721,2024-02-24,1708732800,0.3944153577661431
TXN_1236974,2023-04-21,1682035200,-0.14485165794066318
TXN_1237218,2022-11-21,1668988800,-0.4083769633507853
TXN_1238430,2024-05-16,1715817600,0.537521815008726
TXN_1238908,2024-02-15,1707955200,0.3787085514834206
TXN_1238927,2022-12-23,1671753600,-0.3525305410122164
TXN_1239531,2023-02-18,1676678400,-0.2530541012216405
TXN_1243748,2023-05-23,1684800000,-0.08900523560209424
TXN_1243810,2023-12-28,1703721600,0.2931937172774869
TXN_1243903,2023-07-25,1690243200,0.020942408376963352
TXN_1244212,2024-10-15,1728950400,0.8027923211169284
TXN_1245067,2023-08-15,1692057600,0.05759162303664921
TXN_1245088,2024-03-04,1709510400,0.41012216404886565
TXN_1245154,2024-12-09,1733702400,0.8987783595113438
TXN_1245404,2024-07-31,1722384000,0.6701570680628273
TXN_1246620,2024-06-23,1719100800,0.6038394415357766
TXN_1247741,2024-08-18,1723939200,0.7015706806282722
TXN_1248449,2023-05-28,1685232000,-0.08027923211169284
TXN_1248451,2024-11-26,1732579200,0.8760907504363001
TXN_1248527,2024-03-02,1709337600,0.40663176265270506
TXN_1248793,2022-10-03,1664755200,-0.493891797556719
TXN_1249020,2022-02-27,1645920000,-0.8743455497382199
TXN_1249742,2024-03-21,1710979200,0.4397905759162304
TXN_1255024,2024-05-27,1716768000,0.5567190226876091
TXN_1255913,2024-01-18,1705536000,0.3298429319371728
TXN_1256115,2024-11-25,1732492800,0.8743455497382199
TXN_1257071,2024-01-29,1706486400,0.34904013961605584
TXN_1257746,2022-09-29,1664409600,-0.5008726003490401
TXN_1258675,2023-08-01,1690848000,0.03315881326352531
TXN_1259242,2023-08-11,1691712000,0.0506108202443281
TXN_1260450,2023-12-24,1703376000,0.2862129144851658
TXN_1260673,2022-05-30,1653868800,-0.7137870855148342
TXN_1263895,2024-03-16,1710547200,0.43106457242582896
TXN_1264844,2022-08-19,1660867200,-0.5724258289703316
TXN_1265326,2024-04-22,1713744000,0.4956369982547993
TXN_1265621,2022-01-11,1641859200,-0.956369982547993
TXN_1266241,2022-01-06,1641427200,-0.9650959860383944
TXN_1266761,2024-05-01,1714521600,0.5113438045375218
TXN_1266935,2023-10-26,1698278400,0.18324607329842932
TXN_1269546,2022-10-19,1666137600,-0.46596858638743455
TXN_1271965,2024-08-10,1723248000,0.68760907504363
TXN_1273334,2022-11-04,1667520000,-0.43804537521815007
TXN_1273571,2023-03-07,1678147200,-0.22338568935427575
TXN_1275290,2022-06-16,1655337600,-0.6841186736474695
TXN_1275355,2022-01-10,1641772800,-0.9581151832460733
TXN_1276028,2023-06-09,1686268800,-0.059336823734729496
TXN_1277309,2023-06-01,1685577600,-0.07329842931937172
TXN_1278400,2024-04-08,1712534400,0.4712041884816754
TXN_1278695,2023-03-11,1678492800,-0.2164048865619546
TXN_1278874,2024-09-21,1726876800,0.7609075043630017
TXN_1282545,2022-08-17,1660694400,-0.5759162303664922
TXN_1283354,2023-08-17,1692230400,0.06108202443280977
TXN_1284168,2023-04-21,1682035200,-0.14485165794066318
TXN_1284380,2023-07-14,1689292800,0.0017452006980802793
TXN_1284624,2024-05-17,1715904000,0.5392670157068062
TXN_1284960,2024-08-17,1723852800,0.699825479930192
TXN_1285084,2024-07-03,1719964800,0.6212914485165794
TXN_1285469,2022-06-17,1655424000,-0.6823734729493892
TXN_1285698,2022-10-18,1666051200,-0.4677137870855148
TXN_1286644,2022-06-24,1656028800,-0.6701570680628273
TXN_1287015,2022-04-20,1650412800,-0.7835951134380453
TXN_1289036,2022-12-09,1670544000,-0.3769633507853403
TXN_1289184,2023-08-02,1690934400,0.034904013961605584
TXN_1289422,2022-10-28,1666915200,-0.450261780104712
TXN_1289671,2022-12-25,1671926400,-0.34904013961605584
TXN_1291675,2022-04-12,1649721600,-0.7975567190226877
TXN_1292523,2023-09-13,1694563200,0.1082024432809773
TXN_1293012,2022-03-30,1648598400,-0.8202443280977313
TXN_1293495,2023-11-10,1699574400,0.2094240837696335
TXN_1294354,2024-07-06,1720224000,0.6265270506108203
TXN_1294411,2023-09-21,1695254400,0.12216404886561955
TXN_1297128,2024-03-26,1711411200,0.44851657940663175
TXN_1297496,2022-01-03,1641168000,-0.9703315881326352
TXN_1297992,2022-06-28,1656374400,-0.6631762652705061
TXN_1299663,2023-06-15,1686787200,-0.04886561954624782
TXN_1300257,2022-07-18,1658102400,-0.6282722513089005
TXN_1300271,2024-05-22,1716336000,0.5479930191972077
TXN_1304201,2024-03-14,1710374400,0.42757417102966844
TXN_1305706,2022-01-26,1643155200,-0.9301919720767888
TXN_1305845,2024-12-17,1734393600,0.912739965095986
TXN_1305990,2023-07-29,1690588800,0.027923211169284468
TXN_1306295,2022-09-13,1663027200,-0.5287958115183246
TXN_1309344,2024-01-30,1706572800,0.3507853403141361
TXN_1310254,2022-03-16,1647388800,-0.8446771378708552
TXN_1310355,2023-01-16,1673827200,-0.3106457242582897
TXN_1310419,2024-10-09,1728432000,0.7923211169284468
TXN_1311532,2022-04-24,1650758400,-0.7766143106457243
TXN_1311636,2022-02-09,1644364800,-0.9057591623036649
TXN_1311744,2022-06-22,1655856000,-0.6736474694589878
TXN_1312186,2024-12-24,1734998400,0.924956369982548
TXN_1312767,2022-05-10,1652140800,-0.7486910994764397
TXN_1315418,2022-08-29,1661731200,-0.5549738219895288
TXN_1315967,2022-04-16,1650067200,-0.7905759162303665
TXN_1316715,2023-12-30,1703894400,0.29668411867364747
TXN_1317207,2023-03-29,1680048000,-0.1849912739965096
TXN_1317296,2024-09-10,1725926400,0.7417102966841187
TXN_1318100,2022-09-19,1663545600,-0.518324607329843
TXN_1318784,2024-03-11,1710115200,0.4223385689354276
TXN_1319314,2025-01-13,1736726400,0.9598603839441536
TXN_1319354,2024-06-18,1718668800,0.5951134380453752
TXN_1319394,2022-09-20,1663632000,-0.5165794066317626
TXN_1320747,2023-03-10,1678406400,-0.2181500872600349
TXN_1321193,2022-03-17,1647475200,-0.8429319371727748
TXN_1321886,2024-09-07,1725667200,0.7364746945898778
TXN_1322913,2022-09-20,1663632000,-0.5165794066317626
TXN_1324362,2023-02-15,1676419200,-0.2582897033158813
TXN_1324813,2023-09-22,1695340800,0.12390924956369982
TXN_1325795,2022-04-29,1651190400,-0.7678883071553229
TXN_1326495,2024-06-26,1719360000,0.6090750436300174
TXN_1328851,2023-02-21,1676937600,-0.24781849912739964
TXN_1329247,2023-05-11,1683763200,-0.1099476439790576
TXN_1331679,2022-11-17,1668643200,-0.41535776614310643
TXN_1332543,2022-05-28,1653696000,-0.7172774869109948
TXN_1334354,2024-09-10,1725926400,0.7417102966841187
TXN_1334483,2023-07-17,1689552000,0.006980802792321117
TXN_1334624,2022-05-21,1653091200,-0.7294938917975567
TXN_1334745,2022-06-24,1656028800,-0.6701570680628273
TXN_1336269,2024-12-25,1735084800,0.9267015706806283
TXN_1338239,2024-01-11,1704931200,0.31762652705061084
TXN_1338572,2023-02-26,1677369600,-0.23909249563699825
TXN_1340752,2024-01-24,1706054400,0.3403141361256545
TXN_1341677,2024-07-25,1721865600,0.6596858638743456
TXN_1341944,2023-05-24,1684886400,-0.08726003490401396
TXN_1342283,2022-03-17,1647475200,-0.8429319371727748
TXN_1342762,2023-03-09,1678320000,-0.2198952879581152
TXN_1345478,2023-07-23,1690070400,0.017452006980802792
TXN_1346220,2024-02-17,1708128000,0.38219895287958117
TXN_1346294,2023-09-18,1694995200,0.1169284467713787
TXN_1349740,2024-07-16,1721088000,0.643979057591623
TXN_1350230,2022-11-18,1668729600,-0.41361256544502617
TXN_1350410,2024-09-11,1726012800,0.743455497382199
TXN_1350756,2023-10-07,1696636800,0.15008726003490402
TXN_1351465,2024-08-16,1723766400,0.6980802792321117
TXN_1352194,2023-02-26,1677369600,-0.23909249563699825
TXN_1352831,2023-10-31,1698710400,0.19197207678883071
TXN_1353484,2024-02-05,1707091200,0.3612565445026178
TXN_1353717,2024-02-04,1707004800,0.35951134380453753
TXN_1354152,2024-06-06,1717632000,0.5741710296684118
TXN_1354667,2022-04-04,1649030400,-0.8115183246073299
TXN_1354704,2022-12-03,1670025600,-0.387434554973822
TXN_1356368,2022-01-25,1643068800,-0.9319371727748691
TXN_1358739,2023-01-03,1672704000,-0.3333333333333333
